trial_id,paradigm,audio_filename,trial_start,trial_start_abs,actual_prep_time,actual_audio_jitter,red_square_onset,red_square_onset_abs,green_square_onset,green_square_onset_abs,audio_onset,audio_onset_abs,audio_offset,audio_offset_abs,trial_end,trial_end_abs
1,listening,bad.mp3,0.019954700022935867,2025-12-07T15:26:31.680736,1.4179742588610789,0.42468758922903294,0.01997269969433546,2025-12-07T15:26:31.680736,1.4533422999083996,2025-12-07T15:26:33.114161,1.8878917000256479,2025-12-07T15:26:33.548864,2.639595899730921,2025-12-07T15:26:34.300537,2.6396212996914983,2025-12-07T15:26:34.300537
2,listening,lip.mp3,4.669001099653542,2025-12-07T15:26:36.329682,1.4553363734997535,0.4179666887628982,4.669033099897206,2025-12-07T15:26:36.329682,6.133456099778414,2025-12-07T15:26:37.794407,6.560513199772686,2025-12-07T15:26:38.221444,7.3309205998666584,2025-12-07T15:26:38.991839,7.330943299923092,2025-12-07T15:26:38.991839
3,listening,bang.mp3,9.347632399760187,2025-12-07T15:26:41.008333,1.4892825269210639,0.5443365482977611,9.347647999878973,2025-12-07T15:26:41.008333,10.848930899985135,2025-12-07T15:26:42.509900,11.395307399798185,2025-12-07T15:26:43.056245,12.154174499679357,2025-12-07T15:26:43.815134,12.154202099889517,2025-12-07T15:26:43.815134
