trial_id,paradigm,sentence,prep_mode,play_mode,trial_start,trial_start_abs,prep_onset,prep_onset_abs,actual_prep_time,prep_offset,prep_offset_abs,first_word_onset,first_word_onset_abs,actual_jitter,sentence_complete,sentence_complete_abs,trial_end,trial_end_abs,word_count
1,sentence,I like playing basketball.,square,green,0.006132800132036209,2025-12-07T14:47:17.725566,0.0069516003131866455,2025-12-07T14:47:17.726566,1.2416549519781857,1.2641557003371418,2025-12-07T14:47:18.983928,1.264192699920386,2025-12-07T14:47:18.983928,0.568770905311414,5.455217000097036,2025-12-07T14:47:23.174979,5.9587679002434015,2025-12-07T14:47:23.678525,4
