trial_id,paradigm,word,trial_start,trial_start_abs,actual_prep_time,actual_word_jitter,red_square_onset,red_square_onset_abs,green_square_onset,green_square_onset_abs,word_onset,word_onset_abs,word_offset,word_offset_abs,trial_end,trial_end_abs
1,reading,De zon schijnt vandaag fel,0.0003162999637424946,2025-12-07T14:42:41.749791,1.5222203984967455,0.5906615146537534,0.00032739993184804916,2025-12-07T14:42:41.749791,1.5225514001213014,2025-12-07T14:42:43.272253,2.1228678999468684,2025-12-07T14:42:43.872600,2.3366352999582887,2025-12-07T14:42:44.086330,2.3366597001440823,2025-12-07T14:42:44.086330
2,reading,Room,4.3616571999154985,2025-12-07T14:42:46.111126,1.4732626728542055,0.5596645235416134,4.361697799991816,2025-12-07T14:42:46.111126,5.851059900131077,2025-12-07T14:42:47.600779,6.414426800329238,2025-12-07T14:42:48.164121,6.616527700331062,2025-12-07T14:42:48.366241,6.616552100051194,2025-12-07T14:42:48.366241
3,reading,Pet,8.640672200359404,2025-12-07T14:42:50.390077,1.5229949403787861,0.4289195940344902,8.640708500053734,2025-12-07T14:42:50.390077,10.166246199980378,2025-12-07T14:42:51.915966,10.59661820018664,2025-12-07T14:42:52.346315,10.797691800165921,2025-12-07T14:42:52.547418,10.797703700140119,2025-12-07T14:42:52.547418
