trial_id,paradigm,word,trial_start,trial_start_abs,actual_prep_time,actual_word_jitter,red_square_onset,red_square_onset_abs,green_square_onset,green_square_onset_abs,word_onset,word_onset_abs,word_offset,word_offset_abs,trial_end,trial_end_abs
1,reading,De zon schijnt vandaag fel,0.004558200016617775,2025-12-07T14:46:04.617056,1.5717711969945618,0.4318591020963246,0.004573400132358074,2025-12-07T14:46:04.617056,1.591615699697286,2025-12-07T14:46:06.204234,2.0389962000772357,2025-12-07T14:46:06.651625,2.2546620001085103,2025-12-07T14:46:06.867265,2.254679299890995,2025-12-07T14:46:06.867265
