trial_id,paradigm,audio_filename,trial_start,actual_prep_time,actual_audio_jitter,red_square_onset,green_square_onset,audio_onset,audio_offset,trial_end
1,listening,bad.mp3,0.0014492999762296677,1.4028697386888924,0.5217092284509289,0.0014539998956024647,1.4178530001081526,1.952072000131011,2.713637199718505,2.7136460999026895
2,listening,bang.mp3,4.726264399942011,1.542524807545477,0.5506396849263735,4.726280599832535,6.284002599772066,6.843766300007701,7.607976799830794,7.607984600123018
3,listening,radio.mp3,9.627248699776828,1.4359159362954819,0.5160160018069947,9.627257599961013,11.075104599818587,11.591125099919736,12.671091800089926,12.671098600141704
4,listening,bang.mp3,14.695340099744499,1.5013816595445117,0.4296247345547126,14.695361699908972,16.20095059974119,16.64502270007506,17.41403069999069,17.414036800153553
