trial_id,paradigm,audio_filename,trial_start,trial_start_abs,actual_prep_time,actual_audio_jitter,red_square_onset,red_square_onset_abs,green_square_onset,green_square_onset_abs,audio_onset,audio_onset_abs,audio_offset,audio_offset_abs,trial_end,trial_end_abs
1,listening,lip.mp3,0.001520299818366766,2025-12-07T14:50:10.077102,1.5348502910458395,0.5541638127834911,0.0015346999280154705,2025-12-07T14:50:10.077102,1.549479200039059,2025-12-07T14:50:11.625059,2.1149411001242697,2025-12-07T14:50:12.190517,2.897619300056249,2025-12-07T14:50:12.973220,2.897634499706328,2025-12-07T14:50:12.973220
2,listening,bad.mp3,4.913357200101018,2025-12-07T14:50:14.988760,1.5297481139315519,0.5115593365857569,4.9133814997039735,2025-12-07T14:50:14.988760,6.443581100087613,2025-12-07T14:50:16.519150,6.971356499940157,2025-12-07T14:50:17.046964,7.731011500116438,2025-12-07T14:50:17.806566,7.731058300007135,2025-12-07T14:50:17.806566
3,listening,De zon schijnt vandaag fel.mp3,9.762934600003064,2025-12-07T14:50:19.838014,1.4235290774621467,0.5806931518932898,9.762980199884623,2025-12-07T14:50:19.838014,11.187545699998736,2025-12-07T14:50:21.263122,11.782944600097835,2025-12-07T14:50:21.858526,14.009491499979049,2025-12-07T14:50:24.085056,14.0095126000233,2025-12-07T14:50:24.085056
4,listening,bad.mp3,16.0351100997068,2025-12-07T14:50:26.110383,1.4407913327068886,0.5712187979477363,16.035145699977875,2025-12-07T14:50:26.110383,17.47754619969055,2025-12-07T14:50:27.553146,18.053689899854362,2025-12-07T14:50:28.129281,18.811937700025737,2025-12-07T14:50:28.887534,18.811954599805176,2025-12-07T14:50:28.887534
