trial_id,paradigm,word,trial_start,trial_start_abs,actual_prep_time,actual_word_jitter,red_square_onset,red_square_onset_abs,green_square_onset,green_square_onset_abs,word_onset,word_onset_abs,word_offset,word_offset_abs,trial_end,trial_end_abs
1,reading,De zon schijnt vandaag fel,0.000494800042361021,2025-12-07T16:28:36.228189,1.5583895777796741,0.4348747556126442,0.0005080001428723335,2025-12-07T16:28:36.228189,1.5686051002703607,2025-12-07T16:28:37.796432,2.016020900104195,2025-12-07T16:28:38.243829,2.2322566001676023,2025-12-07T16:28:38.459872,2.23228790005669,2025-12-07T16:28:38.459872
